lat,lon,timestamp
0.358702,36.883968,2023-01-01T02:01:19
0.358702,36.883968,2023-01-01T02:01:20
0.358702,36.883969,2023-01-01T02:01:21
0.358702,36.883969,2023-01-01T02:01:22
0.358702,36.883969,2023-01-01T02:01:23
0.358702,36.883969,2023-01-01T02:01:24
0.358702,36.883969,2023-01-01T02:01:25
0.358702,36.883969,2023-01-01T02:01:26
0.358702,36.883969,2023-01-01T02:01:27
0.358702,36.883969,2023-01-01T02:01:28
0.358702,36.883969,2023-01-01T02:01:29
0.358703,36.883969,2023-01-01T02:01:30
0.358703,36.883969,2023-01-01T02:01:31
0.358703,36.883969,2023-01-01T02:01:32
0.358703,36.883969,2023-01-01T02:01:33
0.358703,36.883969,2023-01-01T02:01:34
0.358703,36.883969,2023-01-01T02:01:35
0.358703,36.883969,2023-01-01T02:01:36
0.358703,36.883969,2023-01-01T02:01:37
0.358703,36.883969,2023-01-01T02:01:38
0.358703,36.883969,2023-01-01T02:01:39
0.358703,36.883969,2023-01-01T02:01:40
0.358703,36.883969,2023-01-01T02:01:41
0.358703,36.883969,2023-01-01T02:01:42
0.358703,36.883969,2023-01-01T02:01:43
0.358703,36.883969,2023-01-01T02:01:44
0.358703,36.883969,2023-01-01T02:01:45
0.358703,36.883969,2023-01-01T02:01:46
0.358704,36.883969,2023-01-01T02:01:47
0.358704,36.883969,2023-01-01T02:01:48
0.358704,36.883969,2023-01-01T02:01:49
0.358704,36.883969,2023-01-01T02:01:50
0.358704,36.883969,2023-01-01T02:01:51
0.358704,36.883969,2023-01-01T02:01:52
0.358704,36.883969,2023-01-01T02:01:53
0.358704,36.883969,2023-01-01T02:01:54
0.358704,36.883969,2023-01-01T02:01:55
0.358704,36.883969,2023-01-01T02:01:56
0.358704,36.883969,2023-01-01T02:01:57
0.358704,36.883969,2023-01-01T02:01:58
0.358704,36.883969,2023-01-01T02:01:59
0.358704,36.883969,2023-01-01T02:02:00
0.358704,36.883969,2023-01-01T02:02:01
0.358704,36.883969,2023-01-01T02:02:02
0.358704,36.883969,2023-01-01T02:02:03
0.358705,36.883969,2023-01-01T02:02:04
0.358705,36.883969,2023-01-01T02:02:05
0.358705,36.883969,2023-01-01T02:02:06
0.358705,36.883969,2023-01-01T02:02:07
0.358705,36.883969,2023-01-01T02:02:08
0.358705,36.883969,2023-01-01T02:02:09
0.358705,36.883969,2023-01-01T02:02:10
0.358705,36.883969,2023-01-01T02:02:11
0.358705,36.883969,2023-01-01T02:02:12
0.358705,36.883969,2023-01-01T02:02:13
0.358705,36.883969,2023-01-01T02:02:14
0.358705,36.883969,2023-01-01T02:02:15
0.358705,36.883969,2023-01-01T02:02:16
0.358705,36.883969,2023-01-01T02:02:17
0.358705,36.883969,2023-01-01T02:02:18
0.358705,36.883969,2023-01-01T02:02:19
0.358705,36.883968,2023-01-01T02:02:20
0.358705,36.883968,2023-01-01T02:02:21
0.358705,36.883968,2023-01-01T02:02:22
0.358705,36.883968,2023-01-01T02:02:23
0.358705,36.883968,2023-01-01T02:02:24
0.358705,36.883968,2023-01-01T02:02:25
