x,y,timestamp
0.000000,0.000000,2023-01-01T00:29:11
0.000000,0.000000,2023-01-01T00:29:12
-0.111193,0.000000,2023-01-01T00:29:13
-0.111193,0.000000,2023-01-01T00:29:14
-0.111193,0.000000,2023-01-01T00:29:15
-0.222385,-0.111195,2023-01-01T00:29:16
-0.222385,-0.111195,2023-01-01T00:29:17
-0.222385,-0.111195,2023-01-01T00:29:18
-0.222385,-0.111195,2023-01-01T00:29:19
-0.333578,-0.222390,2023-01-01T00:29:20
-0.333578,-0.222390,2023-01-01T00:29:21
-0.333578,-0.222390,2023-01-01T00:29:22
-0.444771,-0.222390,2023-01-01T00:29:23
-0.444771,-0.222390,2023-01-01T00:29:24
-0.444771,-0.333585,2023-01-01T00:29:25
-0.555964,-0.333585,2023-01-01T00:29:26
-0.555964,-0.333585,2023-01-01T00:29:27
-0.555964,-0.333585,2023-01-01T00:29:28
-0.555964,-0.333585,2023-01-01T00:29:29
-0.667156,-0.333585,2023-01-01T00:29:30
-0.667156,-0.333585,2023-01-01T00:29:31
-0.667156,-0.333585,2023-01-01T00:29:32
-0.778349,-0.333585,2023-01-01T00:29:33
-0.778349,-0.333585,2023-01-01T00:29:34
-0.778349,-0.333585,2023-01-01T00:29:35
-0.889542,-0.222390,2023-01-01T00:29:36
-0.889542,-0.222390,2023-01-01T00:29:37
-0.889542,-0.222390,2023-01-01T00:29:38
-1.000735,-0.222390,2023-01-01T00:29:39
-1.000735,-0.222390,2023-01-01T00:29:40
-1.000735,-0.222390,2023-01-01T00:29:41
-1.000735,-0.222390,2023-01-01T00:29:42
-1.111927,-0.222390,2023-01-01T00:29:43
-1.111927,-0.222390,2023-01-01T00:29:44
-1.111927,-0.222390,2023-01-01T00:29:45
-1.111927,-0.222390,2023-01-01T00:29:46
-1.223120,-0.222390,2023-01-01T00:29:47
-1.223120,-0.222390,2023-01-01T00:29:48
-1.223120,-0.333585,2023-01-01T00:29:49
-1.334313,-0.333585,2023-01-01T00:29:50
-1.334313,-0.333585,2023-01-01T00:29:51
-1.334313,-0.333585,2023-01-01T00:29:52
-1.334313,-0.333585,2023-01-01T00:29:53
-1.445506,-0.333585,2023-01-01T00:29:54
-1.445506,-0.333585,2023-01-01T00:29:55
-1.445506,-0.333585,2023-01-01T00:29:56
-1.445506,-0.333585,2023-01-01T00:29:57
-1.556698,-0.333585,2023-01-01T00:29:58
-1.556698,-0.333585,2023-01-01T00:29:59
-1.556698,-0.333585,2023-01-01T00:30:00
-1.556698,-0.444780,2023-01-01T00:30:01
-1.556698,-0.444780,2023-01-01T00:30:02
-1.667891,-0.444780,2023-01-01T00:30:03
-1.667891,-0.444780,2023-01-01T00:30:04
-1.667891,-0.444780,2023-01-01T00:30:05
-1.667891,-0.444780,2023-01-01T00:30:06
-1.667891,-0.444780,2023-01-01T00:30:07
-1.667891,-0.444780,2023-01-01T00:30:08
-1.779084,-0.444780,2023-01-01T00:30:09
-1.779084,-0.444780,2023-01-01T00:30:10
-1.779084,-0.444780,2023-01-01T00:30:11
-1.779084,-0.444780,2023-01-01T00:30:12
-1.779084,-0.444780,2023-01-01T00:30:13
-1.779084,-0.444780,2023-01-01T00:30:14
-1.779084,-0.444780,2023-01-01T00:30:15
-1.890277,-0.444780,2023-01-01T00:30:16
-1.890277,-0.444780,2023-01-01T00:30:17
-1.890277,-0.444780,2023-01-01T00:30:18
-1.890277,-0.444780,2023-01-01T00:30:19
-1.890277,-0.444780,2023-01-01T00:30:20
-1.890277,-0.444780,2023-01-01T00:30:21
-1.890277,-0.444780,2023-01-01T00:30:22
-2.001469,-0.444780,2023-01-01T00:30:23
-2.001469,-0.444780,2023-01-01T00:30:24
-2.001469,-0.444780,2023-01-01T00:30:25
-2.001469,-0.444780,2023-01-01T00:30:26
-2.001469,-0.444780,2023-01-01T00:30:27
-2.001469,-0.444780,2023-01-01T00:30:28
-2.001469,-0.444780,2023-01-01T00:30:29
-2.001469,-0.444780,2023-01-01T00:30:30
-2.001469,-0.444780,2023-01-01T00:30:31
-2.001469,-0.444780,2023-01-01T00:30:32
-2.001469,-0.444780,2023-01-01T00:30:33
-2.112662,-0.444780,2023-01-01T00:30:34
-2.112662,-0.444780,2023-01-01T00:30:35
-2.112662,-0.444780,2023-01-01T00:30:36
-2.112662,-0.444780,2023-01-01T00:30:37
-2.112662,-0.444780,2023-01-01T00:30:38
-2.112662,-0.444780,2023-01-01T00:30:39
-2.112662,-0.444780,2023-01-01T00:30:40
-2.112662,-0.444780,2023-01-01T00:30:41
-2.112662,-0.444780,2023-01-01T00:30:42
-2.112662,-0.444780,2023-01-01T00:30:43
-2.112662,-0.444780,2023-01-01T00:30:44
-2.112662,-0.444780,2023-01-01T00:30:45
-2.112662,-0.444780,2023-01-01T00:30:46
-2.223855,-0.444780,2023-01-01T00:30:47
-2.223855,-0.444780,2023-01-01T00:30:48
-2.223855,-0.444780,2023-01-01T00:30:49
-2.223855,-0.444780,2023-01-01T00:30:50
-2.223855,-0.444780,2023-01-01T00:30:51
-2.223855,-0.444780,2023-01-01T00:30:52
-2.223855,-0.444780,2023-01-01T00:30:53
-2.223855,-0.444780,2023-01-01T00:30:54
-2.223855,-0.444780,2023-01-01T00:30:55
-2.223855,-0.444780,2023-01-01T00:30:56
-2.223855,-0.444780,2023-01-01T00:30:57
-2.223855,-0.444780,2023-01-01T00:30:58
-2.223855,-0.444780,2023-01-01T00:30:59
-2.223855,-0.444780,2023-01-01T00:31:00
-2.335048,-0.444780,2023-01-01T00:31:01
-2.335048,-0.444780,2023-01-01T00:31:02
-2.335048,-0.444780,2023-01-01T00:31:03
-2.335048,-0.444780,2023-01-01T00:31:04
-2.335048,-0.555975,2023-01-01T00:31:05
-2.335048,-0.555975,2023-01-01T00:31:06
-2.335048,-0.555975,2023-01-01T00:31:07
-2.335048,-0.555975,2023-01-01T00:31:08
-2.335048,-0.555975,2023-01-01T00:31:09
-2.335048,-0.555975,2023-01-01T00:31:10
-2.335048,-0.555975,2023-01-01T00:31:11
-2.335048,-0.555975,2023-01-01T00:31:12
-2.335048,-0.555975,2023-01-01T00:31:13
-2.335048,-0.555975,2023-01-01T00:31:14
-2.335048,-0.555975,2023-01-01T00:31:15
-2.335048,-0.555975,2023-01-01T00:31:16
-2.335048,-0.555975,2023-01-01T00:31:17
-2.335048,-0.555975,2023-01-01T00:31:18
-2.335048,-0.555975,2023-01-01T00:31:19
-2.335048,-0.555975,2023-01-01T00:31:20
-2.335048,-0.555975,2023-01-01T00:31:21
-2.335048,-0.555975,2023-01-01T00:31:22
-2.335048,-0.555975,2023-01-01T00:31:23
-2.335048,-0.555975,2023-01-01T00:31:24
-2.335048,-0.555975,2023-01-01T00:31:25
-2.335048,-0.555975,2023-01-01T00:31:26
-2.335048,-0.444780,2023-01-01T00:31:27
-2.335048,-0.444780,2023-01-01T00:31:28
-2.335048,-0.444780,2023-01-01T00:31:29
-2.335048,-0.444780,2023-01-01T00:31:30
-2.335048,-0.444780,2023-01-01T00:31:31
-2.335048,-0.444780,2023-01-01T00:31:32
-2.335048,-0.444780,2023-01-01T00:31:33
-2.335048,-0.444780,2023-01-01T00:31:34
-2.335048,-0.444780,2023-01-01T00:31:35
-2.335048,-0.444780,2023-01-01T00:31:36
-2.335048,-0.444780,2023-01-01T00:31:37
-2.335048,-0.444780,2023-01-01T00:31:38
