lat,lon,timestamp
0.334689,36.870025,2023-01-01T01:45:18
0.334689,36.870025,2023-01-01T01:45:19
0.334689,36.870025,2023-01-01T01:45:20
0.334689,36.870025,2023-01-01T01:45:21
0.334689,36.870025,2023-01-01T01:45:22
0.334689,36.870025,2023-01-01T01:45:23
0.334689,36.870025,2023-01-01T01:45:24
0.334689,36.870025,2023-01-01T01:45:25
0.334689,36.870025,2023-01-01T01:45:26
0.334689,36.870025,2023-01-01T01:45:27
0.334689,36.870025,2023-01-01T01:45:28
0.334689,36.870025,2023-01-01T01:45:29
0.334689,36.870025,2023-01-01T01:45:30
0.334689,36.870025,2023-01-01T01:45:31
0.334689,36.870025,2023-01-01T01:45:32
0.334689,36.870025,2023-01-01T01:45:33
0.334689,36.870025,2023-01-01T01:45:34
0.334688,36.870025,2023-01-01T01:45:35
0.334688,36.870025,2023-01-01T01:45:36
0.334688,36.870025,2023-01-01T01:45:37
0.334688,36.870025,2023-01-01T01:45:38
0.334688,36.870025,2023-01-01T01:45:39
0.334688,36.870025,2023-01-01T01:45:40
0.334688,36.870025,2023-01-01T01:45:41
0.334688,36.870025,2023-01-01T01:45:42
0.334688,36.870025,2023-01-01T01:45:43
0.334688,36.870025,2023-01-01T01:45:44
0.334688,36.870025,2023-01-01T01:45:45
0.334688,36.870025,2023-01-01T01:45:46
0.334688,36.870025,2023-01-01T01:45:47
0.334688,36.870025,2023-01-01T01:45:48
0.334688,36.870025,2023-01-01T01:45:49
0.334688,36.870025,2023-01-01T01:45:50
0.334688,36.870025,2023-01-01T01:45:51
0.334688,36.870025,2023-01-01T01:45:52
0.334688,36.870025,2023-01-01T01:45:53
0.334688,36.870025,2023-01-01T01:45:54
0.334688,36.870025,2023-01-01T01:45:55
0.334688,36.870025,2023-01-01T01:45:56
0.334688,36.870025,2023-01-01T01:45:57
0.334688,36.870025,2023-01-01T01:45:58
0.334688,36.870025,2023-01-01T01:45:59
