lat,lon,timestamp
0.395426,36.887317,2023-01-01T03:12:54
0.395427,36.887318,2023-01-01T03:12:55
0.395427,36.887318,2023-01-01T03:12:56
0.395428,36.887318,2023-01-01T03:12:57
0.395428,36.887318,2023-01-01T03:12:58
0.395428,36.887318,2023-01-01T03:12:59
0.395429,36.887318,2023-01-01T03:13:00
0.395429,36.887319,2023-01-01T03:13:01
0.39543,36.887319,2023-01-01T03:13:02
0.39543,36.887319,2023-01-01T03:13:03
0.395431,36.887319,2023-01-01T03:13:04
0.395431,36.887319,2023-01-01T03:13:05
0.395432,36.887319,2023-01-01T03:13:06
0.395432,36.88732,2023-01-01T03:13:07
0.395432,36.88732,2023-01-01T03:13:08
0.395433,36.88732,2023-01-01T03:13:09
0.395433,36.88732,2023-01-01T03:13:10
0.395434,36.88732,2023-01-01T03:13:11
0.395434,36.887321,2023-01-01T03:13:12
0.395435,36.887321,2023-01-01T03:13:13
0.395435,36.887321,2023-01-01T03:13:14
0.395436,36.887321,2023-01-01T03:13:15
0.395436,36.887321,2023-01-01T03:13:16
0.395437,36.887321,2023-01-01T03:13:17
0.395437,36.887321,2023-01-01T03:13:18
0.395437,36.887322,2023-01-01T03:13:19
0.395438,36.887322,2023-01-01T03:13:20
0.395438,36.887322,2023-01-01T03:13:21
0.395439,36.887322,2023-01-01T03:13:22
0.395439,36.887322,2023-01-01T03:13:23
0.395439,36.887322,2023-01-01T03:13:24
0.39544,36.887322,2023-01-01T03:13:25
0.39544,36.887322,2023-01-01T03:13:26
0.395441,36.887322,2023-01-01T03:13:27
0.395441,36.887322,2023-01-01T03:13:28
0.395441,36.887322,2023-01-01T03:13:29
0.395442,36.887322,2023-01-01T03:13:30
0.395442,36.887322,2023-01-01T03:13:31
0.395442,36.887322,2023-01-01T03:13:32
0.395442,36.887322,2023-01-01T03:13:33
0.395443,36.887321,2023-01-01T03:13:34
0.395443,36.887321,2023-01-01T03:13:35
0.395443,36.887321,2023-01-01T03:13:36
0.395444,36.887321,2023-01-01T03:13:37
0.395444,36.887321,2023-01-01T03:13:38
0.395444,36.887321,2023-01-01T03:13:39
0.395444,36.88732,2023-01-01T03:13:40
0.395444,36.88732,2023-01-01T03:13:41
0.395445,36.88732,2023-01-01T03:13:42
0.395445,36.88732,2023-01-01T03:13:43
0.395445,36.88732,2023-01-01T03:13:44
0.395445,36.88732,2023-01-01T03:13:45
0.395445,36.887319,2023-01-01T03:13:46
0.395446,36.887319,2023-01-01T03:13:47
0.395446,36.887319,2023-01-01T03:13:48
0.395446,36.887319,2023-01-01T03:13:49
0.395446,36.887319,2023-01-01T03:13:50
0.395446,36.887318,2023-01-01T03:13:51
0.395447,36.887318,2023-01-01T03:13:52
0.395447,36.887318,2023-01-01T03:13:53
0.395447,36.887318,2023-01-01T03:13:54
0.395447,36.887318,2023-01-01T03:13:55
0.395447,36.887318,2023-01-01T03:13:56
0.395448,36.887317,2023-01-01T03:13:57
0.395448,36.887317,2023-01-01T03:13:58
0.395448,36.887317,2023-01-01T03:13:59
0.395448,36.887317,2023-01-01T03:14:00
0.395448,36.887317,2023-01-01T03:14:01
0.395448,36.887316,2023-01-01T03:14:02
0.395449,36.887316,2023-01-01T03:14:03
0.395449,36.887316,2023-01-01T03:14:04
0.395449,36.887316,2023-01-01T03:14:05
0.395449,36.887316,2023-01-01T03:14:06
0.395449,36.887316,2023-01-01T03:14:07
0.39545,36.887315,2023-01-01T03:14:08
0.39545,36.887315,2023-01-01T03:14:09
0.39545,36.887315,2023-01-01T03:14:10
0.39545,36.887315,2023-01-01T03:14:11
0.39545,36.887315,2023-01-01T03:14:12
0.395451,36.887315,2023-01-01T03:14:13
0.395451,36.887314,2023-01-01T03:14:14
0.395451,36.887314,2023-01-01T03:14:15
0.395451,36.887314,2023-01-01T03:14:16
0.395451,36.887314,2023-01-01T03:14:17
0.395452,36.887314,2023-01-01T03:14:18
0.395452,36.887314,2023-01-01T03:14:19
0.395452,36.887314,2023-01-01T03:14:20
0.395452,36.887313,2023-01-01T03:14:21
0.395452,36.887313,2023-01-01T03:14:22
0.395453,36.887313,2023-01-01T03:14:23
0.395453,36.887313,2023-01-01T03:14:24
0.395453,36.887313,2023-01-01T03:14:25
0.395453,36.887312,2023-01-01T03:14:26
0.395454,36.887312,2023-01-01T03:14:27
0.395454,36.887312,2023-01-01T03:14:28
0.395454,36.887312,2023-01-01T03:14:29
0.395455,36.887312,2023-01-01T03:14:30
0.395455,36.887312,2023-01-01T03:14:31
0.395455,36.887311,2023-01-01T03:14:32
0.395456,36.887311,2023-01-01T03:14:33
0.395456,36.887311,2023-01-01T03:14:34
0.395456,36.887311,2023-01-01T03:14:35
0.395456,36.887311,2023-01-01T03:14:36
0.395457,36.887311,2023-01-01T03:14:37
0.395457,36.887311,2023-01-01T03:14:38
0.395457,36.88731,2023-01-01T03:14:39
0.395458,36.88731,2023-01-01T03:14:40
0.395458,36.88731,2023-01-01T03:14:41
0.395458,36.88731,2023-01-01T03:14:42
0.395459,36.88731,2023-01-01T03:14:43
0.395459,36.887309,2023-01-01T03:14:44
0.395459,36.887309,2023-01-01T03:14:45
0.395459,36.887309,2023-01-01T03:14:46
0.39546,36.887308,2023-01-01T03:14:47
0.39546,36.887308,2023-01-01T03:14:48
0.39546,36.887308,2023-01-01T03:14:49
0.39546,36.887308,2023-01-01T03:14:50
0.395461,36.887307,2023-01-01T03:14:51
0.395461,36.887307,2023-01-01T03:14:52
0.395461,36.887307,2023-01-01T03:14:53
0.395461,36.887307,2023-01-01T03:14:54
0.395461,36.887306,2023-01-01T03:14:55
0.395461,36.887306,2023-01-01T03:14:56
0.395462,36.887306,2023-01-01T03:14:57
0.395462,36.887306,2023-01-01T03:14:58
0.395462,36.887305,2023-01-01T03:14:59
0.395462,36.887305,2023-01-01T03:15:00
0.395462,36.887305,2023-01-01T03:15:01
0.395462,36.887304,2023-01-01T03:15:02
0.395463,36.887304,2023-01-01T03:15:03
0.395463,36.887304,2023-01-01T03:15:04
0.395463,36.887303,2023-01-01T03:15:05
0.395463,36.887303,2023-01-01T03:15:06
0.395463,36.887303,2023-01-01T03:15:07
0.395463,36.887302,2023-01-01T03:15:08
0.395464,36.887302,2023-01-01T03:15:09
0.395464,36.887302,2023-01-01T03:15:10
0.395464,36.887301,2023-01-01T03:15:11
0.395464,36.887301,2023-01-01T03:15:12
0.395464,36.887301,2023-01-01T03:15:13
0.395464,36.8873,2023-01-01T03:15:14
0.395465,36.8873,2023-01-01T03:15:15
0.395465,36.8873,2023-01-01T03:15:16
0.395465,36.887299,2023-01-01T03:15:17
0.395465,36.887299,2023-01-01T03:15:18
0.395465,36.887299,2023-01-01T03:15:19
0.395465,36.887299,2023-01-01T03:15:20
